feed_id,seller_id,product_id,sku,product_name,category,brand,mrp,selling_price,inventory,currency,seller_status,last_updated
F0004157,S0040,P002504,S0040-P002504,Orion Moisturizer,Beauty,Orion,1415.37,1318.24,42.0,INR,active,2026-08-23 00:00:00
F0005152,S0011,P001418,S0011-P001418,Vertex Table Lamp,Home,Vertex,11932.65,10079.51,43.0,INR,active,2026-08-12 12:00:00
F0006109,S0009,P003433,S0009-P003433,Prime T-Shirt,Fashion,Prime,15915.96,11539.39,42.0,INR,active,2026-08-02 06:00:00
F0001072,S0041,P002280,S0041-P002280,Zenith Moisturizer,Beauty,Zenith,12284.86,10044.66,22.0,INR,active,2026-08-20 00:00:00
F0005614,S0112,P000586,S0112-P000586,Zenith Sneakers,Fashion,Zenith,4233.29,3302.98,24.0,INR,active,2026-08-28 06:00:00
F0010918,S0041,P002588,S0041-P002588,Prime Backpack,Fashion,Prime,3745.11,3194.35,33.0,INR,inactive,2026-09-04 00:00:00
F0010929,S0108,P001401,S0108-P001401,Orion Cricket Bat,Sports,Orion,2182.15,1679.2,36.0,INR,inactive,2026-09-05 18:00:00
F0010066,S0017,P001070,S0017-P001070,Prime Football,Sports,Prime,12278.14,9379.35,31.0,INR,active,2026-08-10 06:00:00
F0010657,S0086,P001502,S0086-P001502,Nova Football,Sports,Nova,7097.71,5391.86,33.0,INR,active,2026-08-30 12:00:00
F0000410,S0066,P002571,S0066-P002571,UrbanKart Bluetooth Speaker,Electronics,UrbanKart,2689.36,1866.42,38.0,INR,inactive,2026-09-03 12:00:00
F0008824,S0023,P004457,S0023-P004457,UrbanKart Power Bank,Electronics,UrbanKart,954.52,869.06,33.0,INR,active,2026-09-05 12:00:00
F0011652,S0031,P000575,S0031-P000575,Orion Cookbook,Books,Orion,16135.37,12514.2,33.0,INR,active,2026-08-29 00:00:00
F0000577,S0027,P001499,S0027-P001499,UrbanKart Bedsheet,Home,UrbanKart,1855.9,1697.37,47.0,INR,active,2026-08-06 00:00:00
F0006677,S0088,P002144,S0088-P002144,,Electronics,Prime,2850.06,2632.02,38.0,INR,active,2026-08-16 12:00:00
F0002311,S0013,P003835,S0013-P003835,Prime Cushion,Home,Prime,8074.64,7079.97,32.0,INR,active,2026-08-22 00:00:00
F0009730,S0076,P004633,S0076-P004633,UrbanKart Jacket,Fashion,UrbanKart,7629.97,6292.68,29.0,INR,active,2026-08-30 18:00:00
F0000714,S0079,P004171,S0079-P004171,Zenith Textbook,Books,Zenith,1789.31,1497.73,34.0,INR,active,2026-08-13 18:00:00
F0002676,S0017,P000066,S0017-P000066,Vertex Cookware Set,Home,Vertex,9729.96,7222.38,33.0,INR,active,2026-08-07 00:00:00
F0005803,S0030,P001951,S0030-P001951,UrbanKart Face Wash,Beauty,UrbanKart,12031.9,11192.02,34.0,INR,active,2026-08-20 18:00:00
F0001088,S0054,P001193,S0054-P001193,UrbanKart Cricket Bat,Sports,UrbanKart,3950.26,2969.18,34.0,INR,active,2026-08-18 06:00:00
F0008299,S0091,P000868,S0091-P000868,Astra Jeans,Fashion,Astra,9646.58,8470.59,28.0,INR,active,2026-08-01 06:00:00
F0004095,S0024,P002620,S0024-P002620,Astra Power Bank,Electronics,Astra,2972.98,2506.83,46.0,INR,active,2026-08-16 06:00:00
F0002291,S0073,P003737,S0073-P003737,UrbanKart Bluetooth Speaker,Electronics,UrbanKart,9443.12,7651.58,44.0,INR,active,2026-08-08 12:00:00
F0002639,S0020,P004649,S0020-P004649,Zenith Shampoo,Beauty,Zenith,3135.53,2938.09,34.0,INR,active,2026-08-29 06:00:00
F0001455,S0010,P004041,S0010-P004041,UrbanKart Cushion,Home,UrbanKart,16386.53,12401.33,28.0,INR,active,2026-09-04 00:00:00
F0004688,S0033,P000279,S0033-P000279,Orion Programming Book,Books,Orion,6570.39,5424.97,21.0,INR,active,2026-08-23 06:00:00
F0002456,S0009,P002116,S0009-P002116,UrbanKart Bluetooth Speaker,Electronics,UrbanKart,22595.09,16252.02,31.0,INR,active,2026-08-22 12:00:00
F0005336,S0039,P004756,S0039-P004756,UrbanKart Backpack,Fashion,UrbanKart,9068.85,7301.53,40.0,INR,active,2026-08-17 06:00:00
F0000882,S0034,P000141,S0034-P000141,Vertex Bedsheet,Home,Vertex,2298.61,2085.19,23.0,INR,active,2026-08-23 00:00:00
F0001711,S0057,P002359,S0057-P002359,Vertex Smart Watch,Electronics,Vertex,1753.23,1639.82,35.0,INR,inactive,2026-08-22 12:00:00
F0005289,S0004,P002459,S0004-P002459,UrbanKart Jeans,Fashion,UrbanKart,16937.77,14507.75,26.0,INR,active,2026-09-05 12:00:00
F0003026,S0082,P003742,S0082-P003742,UrbanKart Novel,Books,UrbanKart,11348.37,9898.09,34.0,INR,active,2026-08-10 12:00:00
F0002338,S0013,P000480,S0013-P000480,Zenith Bedsheet,Home,Zenith,13998.95,12451.02,34.0,INR,active,2026-09-05 06:00:00
F0007888,S0115,P000070,S0115-P000070,Zenith Cookbook,Books,Zenith,16801.55,11826.01,54.0,INR,inactive,2026-09-02 12:00:00
F0010473,S0072,P001065,S0072-P001065,Vertex Sneakers,Fashion,Vertex,15910.54,14492.18,32.0,INR,active,2026-08-13 18:00:00
F0002246,S0071,P000685,S0071-P000685,Orion Textbook,Books,Orion,17031.37,12399.26,46.0,INR,active,2026-09-08 00:00:00
F0002513,S0089,P002338,S0089-P002338,Orion Shampoo,Beauty,Orion,12034.16,9694.96,29.0,INR,active,2026-08-15 06:00:00
F0011129,S0057,P000787,S0057-P000787,Zenith Face Wash,Beauty,Zenith,8855.46,8378.55,32.0,INR,active,2026-08-12 00:00:00
F0010565,S0030,P001122,S0030-P001122,Vertex Novel,Books,Vertex,15525.4,12047.47,40.0,INR,active,2026-08-12 06:00:00
F0008092,S0007,P002170,S0007-P002170,Vertex Cushion,Home,Vertex,18626.6,14886.69,41.0,INR,active,2026-08-28 00:00:00
F0009171,S0027,P003373,S0027-P003373,Nova Table Lamp,Home,Nova,5306.54,4439.18,48.0,INR,active,2026-08-24 06:00:00
F0009140,S0103,P002482,S0103-P002482,Vertex Table Lamp,Home,Vertex,14709.2,13375.11,43.0,INR,active,2026-09-05 12:00:00
F0002928,S0113,P000547,S0113-P000547,Vertex Sunscreen,Beauty,Vertex,5667.16,4206.15,33.0,INR,active,2026-09-03 18:00:00
F0007285,S0043,P002849,S0043-P002849,Astra Wireless Earbuds,Electronics,Astra,13264.15,9262.75,29.0,INR,active,2026-09-08 00:00:00
F0001598,S0103,P004502,S0103-P004502,UrbanKart Shampoo,Beauty,UrbanKart,599.73,498.47,28.0,INR,active,2026-08-03 00:00:00
F0011661,S0057,P003102,S0057-P003102,UrbanKart Sneakers,Fashion,UrbanKart,15888.3,11056.23,26.0,INR,active,2026-08-13 18:00:00
F0010992,S0035,P002700,S0035-P002700,Prime Storage Box,Home,Prime,16263.54,11728.47,35.0,INR,active,2026-08-31 06:00:00
F0004339,S0105,P004251,S0105-P004251,UrbanKart Sunscreen,Beauty,UrbanKart,14752.11,10474.98,24.0,INR,active,2026-08-18 00:00:00
F0008748,S0020,P002379,S0020-P002379,Nova Smart Watch,Electronics,Nova,6652.47,5371.81,34.0,INR,active,2026-08-05 18:00:00
F0003574,S0005,P000845,S0005-P000845,Zenith Shampoo,Beauty,Zenith,16883.58,13295.8,29.0,INR,active,2026-08-11 06:00:00
F0010930,S0025,P001982,S0025-P001982,Zenith Jacket,Fashion,Zenith,9648.45,8625.72,37.0,INR,active,2026-09-04 00:00:00
F0001181,S0064,P000628,S0064-P000628,Zenith Cookware Set,Home,Zenith,14865.2,12252.04,36.0,INR,active,2026-08-06 06:00:00
F0004082,S0088,P001167,S0088-P001167,UrbanKart Running Shoes,Sports,UrbanKart,9210.3,8738.29,23.0,INR,active,2026-08-19 06:00:00
F0001912,S0007,P004657,S0007-P004657,Prime Cookbook,Books,Prime,11373.95,10422.77,25.0,INR,active,2026-08-31 00:00:00
F0008780,S0111,P002590,S0111-P002590,Vertex Cookbook,Books,Vertex,12081.67,10130.87,31.0,INR,active,2026-08-31 18:00:00
F0007709,S0063,P003275,S0063-P003275,Vertex Backpack,Fashion,Vertex,11753.15,9954.89,46.0,INR,active,2026-08-17 18:00:00
F0002215,,P003029,S0021-P003029,Zenith Power Bank,Electronics,Zenith,16233.09,15034.23,34.0,INR,active,2026-08-29 06:00:00
F0007136,S0093,P002975,S0093-P002975,Prime Sneakers,Fashion,Prime,12364.74,10330.86,32.0,INR,active,2026-08-18 06:00:00
F0010577,S0119,P000186,S0119-P000186,Zenith Textbook,Books,Zenith,2655.64,2393.76,27.0,INR,active,2026-08-15 00:00:00
F0007304,S0043,P001836,S0043-P001836,Zenith Cricket Bat,Sports,Zenith,10419.55,9456.34,39.0,INR,active,2026-09-04 00:00:00
F0006126,S0067,P003553,S0067-P003553,UrbanKart Programming Book,Books,UrbanKart,6982.7,6050.5,34.0,INR,active,2026-08-24 06:00:00
F0009665,S0094,P002770,S0094-P002770,Prime Shampoo,Beauty,Prime,13827.26,11281.75,36.0,INR,inactive,2026-08-18 12:00:00
F0002621,S0112,P002538,S0112-P002538,Vertex Dumbbells,Sports,Vertex,7198.4,5350.01,37.0,INR,active,2026-08-07 18:00:00
F0004464,S0058,P003041,S0058-P003041,UrbanKart Backpack,Fashion,UrbanKart,4653.83,3303.4,34.0,INR,active,2025-12-15 00:00:00
F0009929,S0059,P000331,S0059-P000331,Zenith Bluetooth Speaker,Electronics,Zenith,10268.99,8511.47,39.0,INR,active,2026-08-10 06:00:00
F0003036,S0098,P000572,S0098-P000572,Astra Programming Book,Books,Astra,10012.82,7302.05,35.0,INR,active,2026-09-06 18:00:00
F0010697,S0091,P001229,S0091-P001229,Prime Biography,Books,Prime,6049.5,5147.57,19.0,INR,active,2026-09-01 12:00:00
F0004793,S0079,P001097,S0079-P001097,UrbanKart Moisturizer,Beauty,UrbanKart,13833.94,10315.76,32.0,INR,active,2026-09-04 12:00:00
F0002883,S0105,P004692,S0105-P004692,Astra Cookbook,Books,Astra,16033.27,11872.95,33.0,INR,active,2026-08-26 18:00:00
F0001692,S0058,P002336,S0058-P002336,Orion Cricket Bat,Sports,Orion,3383.77,2511.72,41.0,INR,active,2026-08-02 18:00:00
F0009495,S0076,P000359,S0076-P000359,Vertex Wireless Earbuds,Electronics,Vertex,2214.7,1751.97,36.0,INR,active,2026-08-24 12:00:00
F0000124,S0062,P002153,S0062-P002153,Orion Cookware Set,Home,Orion,14732.16,11735.07,38.0,INR,active,2026-09-02 00:00:00
F0006758,S0012,P002453,S0012-P002453,UrbanKart Cricket Bat,Sports,UrbanKart,8625.32,6753.88,39.0,INR,active,2026-08-13 06:00:00
F0001953,S0095,P003415,S0095-P003415,Astra USB Cable,Electronics,Astra,14193.33,13348.44,36.0,INR,active,2026-08-24 12:00:00
F0010951,S0085,P003295,S0085-P003295,Prime Jeans,Fashion,Prime,18140.63,12536.99,31.0,INR,active,2026-08-14 12:00:00
F0010191,S0110,P003711,S0110-P003711,Prime Programming Book,Books,Prime,812.15,565.1,43.0,INR,active,2026-09-09 18:00:00
F0003579,S0059,P003919,S0059-P003919,Zenith Novel,Books,Zenith,9880.83,8657.1,33.0,INR,active,2026-08-02 18:00:00
F0011662,S0007,P004065,S0007-P004065,Astra Programming Book,Books,Astra,616.38,575.9,34.0,INR,active,2026-08-27 00:00:00
F0010776,S0055,P000534,S0055-P000534,Nova Wireless Earbuds,Electronics,Nova,19664.34,13868.62,35.0,INR,active,2026-08-05 06:00:00
F0002499,S0059,P002688,S0059-P002688,Astra Bedsheet,Home,Astra,5900.91,5353.29,31.0,INR,active,2026-08-31 00:00:00
F0011610,S0064,P002536,S0064-P002536,Astra Backpack,Fashion,Astra,13966.23,11664.9,42.0,INR,active,2026-08-10 12:00:00
F0002474,S0076,P001076,S0076-P001076,Zenith Bedsheet,Home,Zenith,8717.15,6982.17,41.0,INR,inactive,2026-09-07 00:00:00
F0007371,S0052,P004625,S0052-P004625,Prime Cookbook,Books,Prime,9908.86,7149.62,43.0,INR,active,2026-09-05 06:00:00
F0004696,S0062,P001385,S0062-P001385,Orion Yoga Mat,Sports,Orion,7800.87,7296.74,34.0,INR,inactive,2026-08-21 00:00:00
F0011236,S0054,P002382,S0054-P002382,Zenith Sneakers,Fashion,Zenith,5068.76,3842.56,41.0,INR,active,2026-08-09 06:00:00
F0010799,S0112,P000923,S0112-P000923,Vertex Sneakers,Fashion,Vertex,6258.44,4730.29,26.0,INR,active,2026-08-19 18:00:00
F0009697,S0073,P002043,S0073-P002043,Nova Storage Box,Home,Nova,2294.97,1934.12,33.0,INR,active,2026-08-27 00:00:00
F0004318,S0092,P001776,S0092-P001776,Vertex Jeans,Fashion,Vertex,4082.54,3054.71,29.0,INR,active,2026-08-04 06:00:00
F0009268,S0119,P003424,S0119-P003424,UrbanKart Table Lamp,Home,UrbanKart,1906.14,1802.32,35.0,INR,inactive,2026-08-11 00:00:00
F0003108,S0033,P000193,S0033-P000193,Vertex Jeans,Fashion,Vertex,3615.14,3393.99,33.0,INR,active,2026-09-06 12:00:00
F0006633,S0002,P000888,S0002-P000888,Astra Jacket,,Astra,14547.32,11195.32,37.0,INR,active,2026-08-31 18:00:00
F0001892,S0118,P004801,S0118-P004801,UrbanKart Cookware Set,Home,UrbanKart,15502.51,12263.79,34.0,INR,inactive,2026-09-09 00:00:00
F0010546,S0117,P000122,S0117-P000122,Astra Biography,Books,Astra,7042.53,4901.83,46.0,INR,active,2026-08-30 12:00:00
F0006907,S0023,P000751,S0023-P000751,UrbanKart Cookbook,Books,UrbanKart,4896.45,4263.89,36.0,INR,active,2026-08-29 12:00:00
F0000296,S0053,P001374,S0053-P001374,Astra Jacket,Fashion,Astra,434.92,371.65,30.0,INR,inactive,2026-08-19 12:00:00
F0010197,S0026,P000139,S0026-P000139,UrbanKart Power Bank,Electronics,UrbanKart,3605.03,,35.0,INR,active,2026-08-13 06:00:00
F0002352,S0056,P003280,S0056-P003280,Orion Running Shoes,Sports,Orion,1684.14,1285.6,34.0,INR,active,2026-08-21 12:00:00
F0004449,S0010,P004447,S0010-P004447,Vertex T-Shirt,Fashion,Vertex,15928.26,13467.97,34.0,INR,active,2026-08-03 00:00:00
F0002460,S0115,P004244,S0115-P004244,Astra Smart Watch,Electronics,Astra,15675.37,12303.48,38.0,INR,active,2026-09-01 12:00:00
F0001786,S0066,P003510,S0066-P003510,Vertex Power Bank,Electronics,Vertex,3303.02,2971.8,40.0,INR,active,2026-08-14 18:00:00
F0009732,S0063,P003744,S0063-P003744,Prime Cushion,Home,Prime,3170.76,2256.38,26.0,INR,active,2026-08-24 18:00:00
F0000287,S0006,P003929,S0006-P003929,Vertex Cookware Set,Home,Vertex,12033.13,11366.32,40.0,INR,active,2026-08-18 12:00:00
F0005703,S0105,P000873,S0105-P000873,Prime Dumbbells,Sports,Prime,9306.13,8100.63,36.0,INR,active,2026-09-09 06:00:00
F0008212,S0114,P001382,S0114-P001382,UrbanKart Football,Sports,UrbanKart,12139.37,11304.6,34.0,INR,active,2026-08-05 12:00:00
F0001759,S0105,P003340,S0105-P003340,Orion Dumbbells,Sports,Orion,9832.45,7020.03,46.0,INR,active,2026-08-19 18:00:00
F0004354,S0025,P001106,S0025-P001106,Prime Running Shoes,Sports,Prime,3095.8,2599.52,35.0,INR,active,2026-08-18 12:00:00
F0001285,S0038,P000293,S0038-P000293,Vertex Bedsheet,Home,Vertex,19530.89,15476.81,22.0,INR,active,2026-09-01 06:00:00
F0008998,S0033,P004710,S0033-P004710,Prime Sunscreen,Beauty,Prime,4661.54,4078.75,38.0,INR,active,2026-09-07 00:00:00
F0005119,S0061,P001609,S0061-P001609,Astra Running Shoes,Sports,Astra,10455.86,7515.11,27.0,INR,active,2026-08-07 06:00:00
F0010238,S0091,P004452,S0091-P004452,Astra Perfume,Beauty,Astra,1794.2,1605.25,40.0,INR,active,2026-08-04 06:00:00
F0003353,S0065,P002763,S0065-P002763,Nova Table Lamp,Home,Nova,2105.85,1585.23,32.0,INR,active,2026-08-10 00:00:00
F0007378,S0073,P001423,S0073-P001423,Astra Jacket,Fashion,Astra,20500.62,14993.21,23.0,INR,active,2026-08-10 12:00:00
F0011988,S0012,P001117,S0012-P001117,Vertex Wireless Earbuds,Electronics,Vertex,10127.39,7058.67,42.0,INR,active,2026-08-22 12:00:00
F0003208,S0027,P002488,S0027-P002488,Orion Moisturizer,Beauty,Orion,10431.0,7226.94,37.0,INR,active,2026-09-07 18:00:00
F0007961,S0108,P004573,S0108-P004573,Vertex Cushion,Electonic,Vertex,19989.48,13795.22,51.0,INR,active,2026-08-23 00:00:00
F0010294,S0082,P003634,S0082-P003634,Nova Shampoo,Beauty,Nova,4254.72,3395.5,35.0,INR,active,2026-08-10 06:00:00
F0000550,S0116,P000175,S0116-P000175,UrbanKart Sneakers,Fashion,UrbanKart,11107.75,10248.82,26.0,INR,active,2026-09-06 18:00:00
F0004430,S0038,P002524,S0038-P002524,UrbanKart Perfume,Beauty,UrbanKart,17411.24,13271.67,35.0,INR,active,2026-09-08 06:00:00
F0005059,S0001,P003867,S0001-P003867,Astra Cookware Set,Home,Astra,455.08,-100.0,40.0,INR,active,2026-08-02 00:00:00
F0004329,S0102,P000917,S0102-P000917,Vertex Cushion,Home,Vertex,11645.8,10278.77,39.0,INR,active,2026-08-02 12:00:00
F0006370,S0064,P002452,S0064-P002452,Zenith Novel,Books,Zenith,5344.76,3769.92,40.0,INR,active,2026-08-31 00:00:00
F0007475,S0106,P002964,S0106-P002964,UrbanKart Sunscreen,Beauty,UrbanKart,6416.5,4848.56,37.0,INR,active,2026-08-16 18:00:00
F0005351,S0005,P003050,S0005-P003050,Orion Jacket,Fashion,Orion,15425.56,10844.06,40.0,INR,active,2026-08-04 12:00:00
F0005325,S0076,P001085,S0076-P001085,UrbanKart Programming Book,Books,UrbanKart,6709.64,5026.27,43.0,INR,active,2026-08-30 00:00:00
F0007904,S0027,P003544,S0027-P003544,Astra Football,Sports,Astra,1664.7,1466.02,38.0,INR,active,2026-09-02 06:00:00
F0003636,S0039,P002065,S0039-P002065,Vertex Biography,Books,Vertex,2417.35,1755.16,41.0,INR,active,2026-08-09 00:00:00
F0010963,S0028,P003062,S0028-P003062,Nova Cookbook,Books,Nova,11512.56,8714.83,28.0,INR,active,2026-08-15 18:00:00
F0009344,S0032,P003278,S0032-P003278,UrbanKart Programming Book,Books,UrbanKart,911.3,701.94,39.0,INR,active,2026-08-09 00:00:00
F0011769,S0012,P003721,S0012-P003721,Zenith Wireless Earbuds,Electronics,Zenith,932.7,695.94,38.0,INR,active,2026-08-09 18:00:00
F0003959,S0034,P000614,S0034-P000614,UrbanKart Novel,Books,UrbanKart,11622.24,8248.48,47.0,INR,active,2026-09-01 00:00:00
F0006835,S0085,P000220,S0085-P000220,Vertex Cushion,Home,Vertex,7668.03,6046.44,52.0,INR,active,2026-08-26 06:00:00
F0007655,S0070,P003289,S0070-P003289,Zenith Backpack,Fashion,Zenith,6305.36,4995.62,32.0,INR,active,2026-08-17 12:00:00
F0003899,S0080,P000708,S0080-P000708,Orion Sneakers,Fashion,Orion,6476.48,6144.48,35.0,INR,active,2026-08-13 00:00:00
F0005063,S0040,P001713,S0040-P001713,Vertex Backpack,Fashion,Vertex,753.37,594.32,40.0,INR,inactive,2026-08-02 12:00:00
F0005791,S0070,P000326,S0070-P000326,Zenith T-Shirt,Fashion,Zenith,7817.13,5490.32,28.0,INR,inactive,2026-08-13 12:00:00
F0009241,S0019,P002297,S0019-P002297,Vertex Football,Sports,Vertex,16871.56,12205.8,29.0,INR,active,2026-08-14 12:00:00
F0009587,S0111,P000164,S0111-P000164,UrbanKart Power Bank,Electronics,UrbanKart,17807.01,12964.56,29.0,INR,inactive,2026-09-05 18:00:00
F0005529,S0030,P002565,S0030-P002565,Prime Wireless Earbuds,Electronics,Prime,15624.79,12007.94,41.0,INR,active,2026-08-22 18:00:00
F0004642,S0096,P001984,S0096-P001984,Zenith Backpack,Fashion,Zenith,2737.41,2404.28,34.0,INR,active,2026-08-12 18:00:00
F0003117,S0017,P002120,S0017-P002120,Prime Novel,Books,Prime,14930.3,13023.45,31.0,INR,active,2026-08-06 18:00:00
F0001304,S0039,P004451,S0039-P004451,UrbanKart Dumbbells,Sports,UrbanKart,5888.35,4360.57,34.0,INR,active,2026-08-27 06:00:00
F0002565,S0047,P004051,S0047-P004051,Orion Shampoo,Beauty,Orion,6789.45,5649.59,39.0,INR,active,2026-08-29 06:00:00
F0011550,S0067,P002356,S0067-P002356,Orion Table Lamp,Home,Orion,2060.0,1532.86,33.0,INR,active,2026-08-15 06:00:00
F0006658,S0118,P003576,S0118-P003576,Prime Programming Book,Books,Prime,5715.56,4698.92,37.0,INR,active,2026-08-16 06:00:00
F0005365,S0106,P004727,S0106-P004727,Vertex Novel,Books,Vertex,9126.85,6545.38,40.0,INR,inactive,2026-08-15 12:00:00
F0006119,S0092,P002282,S0092-P002282,Vertex Storage Box,Home,Vertex,14786.69,13054.47,33.0,INR,active,2026-08-11 12:00:00
F0010626,S0027,P004327,S0027-P004327,Zenith T-Shirt,Fashion,Zenith,6697.21,4636.13,29.0,INR,active,2026-08-09 06:00:00
F0008280,S0091,P000411,S0091-P000411,Nova Jacket,Fashion,Nova,5732.73,4904.88,33.0,INR,active,2026-09-02 12:00:00
F0011660,S0047,P002281,S0047-P002281,Vertex Cushion,Home,Vertex,15609.81,12192.11,35.0,INR,active,2026-09-04 18:00:00
F0011191,S0037,P004794,S0037-P004794,UrbanKart Bedsheet,Home,UrbanKart,8705.27,6913.81,43.0,INR,inactive,2026-08-18 06:00:00
F0010250,S0061,P003983,S0061-P003983,Orion Dumbbells,Sports,Orion,4829.66,3697.96,42.0,INR,active,2026-08-29 06:00:00
F0008291,S0014,P002152,S0014-P002152,Nova Perfume,Beauty,Nova,3786.53,3267.12,25.0,INR,active,2026-09-09 18:00:00
F0005524,S0044,P000342,S0044-P000342,Zenith Yoga Mat,Sports,Zenith,1376.61,1003.12,27.0,INR,active,2026-08-12 00:00:00
F0009529,S0025,P002611,S0025-P002611,Prime Cricket Bat,Sports,Prime,7133.57,5418.32,33.0,INR,active,2026-08-15 06:00:00
F0003345,S0022,P004683,S0022-P004683,Prime USB Cable,Electronics,Prime,1282.83,1205.52,33.0,INR,active,2026-09-03 18:00:00
F0002686,S0075,P002240,S0075-P002240,UrbanKart Sunscreen,Beauty,UrbanKart,4314.71,3406.33,36.0,INR,active,2026-08-23 00:00:00
F0006422,S0109,P000166,S0109-P000166,Prime Storage Box,Home,Prime,7209.84,5222.04,38.0,INR,active,2026-08-08 12:00:00
F0004059,S0040,P003655,S0040-P003655,Prime Biography,Books,Prime,8282.23,6550.36,39.0,INR,active,2026-08-20 18:00:00
F0010309,S0091,P004323,S0091-P004323,Nova Textbook,Books,Nova,919.64,661.8,33.0,INR,active,2026-08-28 12:00:00
F0003248,S0114,P002996,S0114-P002996,Prime Programming Book,Books,Prime,7272.7,6833.53,42.0,INR,active,2026-08-05 06:00:00
F0007966,S0094,P000606,S0094-P000606,Zenith Shampoo,Beauty,Zenith,20861.49,15054.97,23.0,INR,active,2026-09-02 12:00:00
F0007739,S0072,P002770,S0072-P002770,Prime Shampoo,Beauty,Prime,13970.08,12127.47,43.0,INR,active,2026-08-21 18:00:00
F0000468,S0014,P001118,S0014-P001118,Prime USB Cable,Electronics,Prime,9061.54,6914.46,30.0,INR,active,2026-08-15 06:00:00
F0006322,S0005,P003012,S0005-P003012,Orion Moisturizer,Beauty,Orion,5633.45,5120.63,33.0,INR,inactive,2026-08-23 00:00:00
F0008120,S0105,P003017,S0105-P003017,Astra Cookbook,Books,Astra,3042.78,2211.28,35.0,INR,inactive,2026-09-05 00:00:00
F0010863,S0020,P000052,S0020-P000052,UrbanKart Programming Book,Books,UrbanKart,1372.43,1100.56,36.0,INR,active,2026-08-15 00:00:00
F0000107,S0091,P000735,S0091-P000735,Nova T-Shirt,Fashion,Nova,353.55,268.49,37.0,INR,active,2026-08-07 06:00:00
F0002929,S0102,P003963,S0102-P003963,UrbanKart Cushion,Home,UrbanKart,759.01,539.49,32.0,INR,active,2026-08-23 06:00:00
F0010705,S0083,P000672,S0083-P000672,UrbanKart Table Lamp,Home,UrbanKart,4928.99,4680.03,36.0,INR,inactive,2026-08-08 00:00:00
F0003529,S0117,P000540,S0117-P000540,UrbanKart Programming Book,Books,UrbanKart,9027.0,6334.42,34.0,INR,active,2026-08-15 06:00:00
F0005380,S0025,P002168,S0025-P002168,UrbanKart Biography,Books,UrbanKart,19348.61,16238.05,43.0,INR,active,2026-08-24 12:00:00
F0000412,S0031,P000588,S0031-P000588,Prime Football,Sports,Prime,2708.74,2179.88,29.0,INR,active,2026-09-01 06:00:00
F0005938,S0009,P004902,S0009-P004902,UrbanKart Biography,Books,UrbanKart,10261.85,8544.88,37.0,INR,active,2026-09-05 06:00:00
F0006855,S0109,P004310,S0109-P004310,Astra Wireless Earbuds,Electronics,Astra,895.62,828.05,26.0,INR,active,2026-09-02 00:00:00
F0010726,S0118,P003890,S0118-P003890,Zenith Programming Book,Books,Zenith,6935.77,5900.15,33.0,INR,active,2026-09-01 06:00:00
F0003699,S0029,P001594,S0029-P001594,UrbanKart Biography,Books,UrbanKart,14375.03,11697.47,30.0,INR,active,2026-09-02 06:00:00
F0010654,S0080,P000759,S0080-P000759,Vertex Novel,Books,Vertex,12337.4,10756.23,30.0,INR,inactive,2026-08-08 06:00:00
F0005225,S0021,P003391,S0021-P003391,Orion Cushion,Home,Orion,15410.33,11908.68,47.0,INR,active,2026-08-31 06:00:00
F0005099,S0013,P004192,S0013-P004192,Zenith Moisturizer,Beauty,Zenith,10339.32,7426.65,36.0,INR,active,2026-09-05 00:00:00
F0002994,S0003,P001639,S0003-P001639,Nova Biography,Books,Nova,2854.13,2255.12,42.0,INR,active,2026-08-14 00:00:00
F0011255,S0034,P002311,S0034-P002311,Zenith Cookbook,Books,Zenith,2774.99,2290.07,29.0,INR,active,2026-08-04 12:00:00
F0005166,S0113,P004934,S0113-P004934,Zenith Running Shoes,Sports,Zenith,12369.19,10111.31,37.0,INR,active,2026-08-05 06:00:00
F0009125,S0110,P000903,S0110-P000903,Nova Football,Sports,Nova,8570.49,7796.39,27.0,INR,active,2026-08-07 12:00:00
F0005845,S0057,P004932,S0057-P004932,Orion Running Shoes,Sports,Orion,6412.25,5178.79,32.0,INR,active,2026-08-14 00:00:00
F0008306,S0042,P004380,S0042-P004380,Orion Dumbbells,Sports,Orion,21167.6,14900.18,31.0,INR,inactive,2026-08-20 06:00:00
F0010243,S0008,P002084,S0008-P002084,UrbanKart Perfume,Beauty,UrbanKart,7915.04,5975.83,39.0,INR,active,2026-08-17 18:00:00
F0006819,S0047,P000341,S0047-P000341,UrbanKart T-Shirt,Fashion,UrbanKart,12816.56,9918.48,36.0,INR,active,2026-09-08 06:00:00
F0001863,S0044,P001985,S0044-P001985,Prime Bedsheet,Home,Prime,6670.09,5877.47,31.0,INR,active,2026-09-07 12:00:00
F0007827,S0055,P004490,S0055-P004490,UrbanKart Backpack,Fashion,UrbanKart,3597.98,251.82,28.0,INR,active,2026-08-13 00:00:00
F0009149,S0028,P003745,S0028-P003745,Prime Smart Watch,Electronics,Prime,17362.2,12170.51,30.0,INR,active,2026-08-25 12:00:00
F0008305,S0103,P004521,S0103-P004521,Astra Shampoo,Beauty,Astra,18927.92,13276.89,35.0,INR,active,2026-08-15 18:00:00
F0002361,S0039,P004962,S0039-P004962,Orion Cookware Set,Home,Orion,9818.32,8630.18,37.0,INR,active,2026-08-23 12:00:00
F0007621,S0120,P003440,S0120-P003440,Astra Cookware Set,Home,Astra,8473.92,5972.28,36.0,INR,active,2026-08-30 06:00:00
